,Nom,Mouvement,summary,sum_lem,mvm_label
24,Michel Déon,Hussards,"Michel Déon, né Édouard Michel le 4 août 1919 à Paris (France) et mort le 28 décembre 2016 à Galway (Irlande), est un écrivain et dramaturge français.
Membre de l'Académie française, il est généralement rattaché au mouvement des « Hussards ».

",Michel Déon naître Édouard Michel 4 août 1919 Paris France mort 28 décembre 2016 Galway Irlande écrivain dramaturg français membre académie français généralement rattacher mouvement Hussards,2
25,Geneviève Dormann,Hussards,"Geneviève Dormann, née le 24 septembre 1933 dans le 14e arrondissement de Paris et morte le 13 février 2015 à Neuilly-sur-Seine, est une femme de lettres et journaliste française.",Geneviève Dormann naître 24 septembre 1933 14e arrondissement Paris mort 13 février 2015 femme lettre journaliste français,2
26,Guy Dupré,Hussards,Guy Dupré (5 février 1925 - 17 janvier 2018) est un écrivain et éditeur français.,Guy Dupré 5 février 1925 17 janvier 2018 écrivain éditeur français,2
27,André Fraigneau,Hussards,"André Fraigneau, né le 15 mai 1905 à Nîmes et mort le 30 avril 1991 à Paris, est un écrivain et éditeur français.",André Fraigneau naître 15 mai 1905 Nîmes mort 30 avril 1991 Paris écrivain éditeur français,2
28,Bernard Frank (écrivain),Hussards,"Bernard Frank, né le 11 octobre 1929 à Neuilly-sur-Seine et mort le 3 novembre 2006 à Paris, est un écrivain et journaliste français.",Bernard Frank naître 11 octobre 1929 mort 3 novembre 2006 Paris écrivain journaliste français,2
29,Kléber Haedens,Hussards,"Kléber Haedens, né le 11 décembre 1913 à Équeurdreville (Manche) et mort le 13 août 1976 à Aureville (Haute-Garonne), est un écrivain français, romancier, essayiste et journaliste.",Kléber Haedens naître 11 décembre 1913 équeurdreville Manche mort 13 août 1976 Aureville écrivain français romancier essayiste journaliste,2
30,Stephen Hecquet,Hussards,"Stephen Hecquet, né le 27 juillet 1919 à Valenciennes et mort le 5 mai 1960 dans cette ville, est un écrivain et avocat français.",Stephen Hecquet naître 27 juillet 1919 Valenciennes mort 5 mai 1960 ce ville écrivain avocat français,2
31,Roland Laudenbach,Hussards,"Roland Laudenbach, né à Paris 16e le 20 octobre 1921 et mort à Paris 8e le 9 janvier 1991, est un écrivain, éditeur, journaliste, critique littéraire et scénariste français.",Roland Laudenbach naître Paris 16 20 octobre 1921 mort Paris huitième 9 janvier 1991 écrivain éditeur journaliste critique littéraire scénarist français,2
32,Jacques Laurent,Hussards,"Jacques Laurent (patronyme complet : Laurent-Cély), né le 5 janvier 1919 à Paris, mort dans la même ville le 29 décembre 2000, est un journaliste, romancier, et essayiste français, élu à l'Académie française en 1986. Il a publié sous une dizaine de pseudonymes dont le plus connu est celui de Cecil Saint-Laurent, l'auteur de Caroline Chérie qui fera sa fortune.
Militant royaliste dans sa jeunesse, il abandonne ensuite l'engagement partisan mais reste longtemps marqué à droite. Prix Goncourt 1971 pour Les Bêtises, son nom reste associé au mouvement littéraire des Hussards.",Jacques Laurent patronym complet Laurent Cély naître 5 janvier 1919 Paris mort ville 29 décembre 2000 journaliste romancier essayiste français élu académie français 1986 il avoir publier sous dizaine pseudonyme dont plus connaître celui Cecil auteur caroline chéri faire fortune militant royaliste jeunesse abandonne ensuite engagement partisan reste longtemps marquer droite prix Goncourt 1971 le bêtise nom reste associer mouvement littéraire hussard,2
33,Félicien Marceau,Hussards,"Félicien Marceau, nom de plume de Louis Carette, né le 16 septembre 1913 à Cortenbergh, en Belgique, et mort le 7 mars 2012, à Paris, est un romancier, auteur dramatique, scénariste et essayiste français d'origine belge, membre de l'Académie française.
Il reçoit le prix Goncourt 1969 pour son roman Creezy.",Félicien Marceau nom plume Louis Carette naître 16 septembre 1913 Cortenbergh Belgique mourir 7 mars 2012 Paris romancier auteur dramatique scénarist essayiste français origine belge membre académie français il recevoir prix Goncourt 1969 roman Creezy,2
34,Roger Nimier,Hussards,"Roger Nimier, né le 31 octobre 1925 à Paris et mort le 28 septembre 1962 à Garches, est un écrivain français.
Également journaliste et scénariste, il est considéré comme le chef de file du mouvement littéraire dit des « Hussards ».",Roger Nimier naître 31 octobre 1925 Paris mort 28 septembre 1962 Garches écrivain français également journaliste scénarist considérer comme chef file mouvement littéraire dire Hussards,2
35,François Nourissier,Hussards,"François Nourissier, né le 18 mai 1927 dans le 9e arrondissement de Paris et mort dans la même ville le 15 février 2011 , est un journaliste et  écrivain français qui fut, pendant trente ans, membre de l'Académie Goncourt.

",François Nourissier naître 18 mai 1927 9 arrondissement Paris mort ville 15 février 2011 journaliste écrivain français pendant trente an membre académie Goncourt,2
36,Jacques Perret (écrivain),Hussards,"Jacques Perret, né le 8 septembre 1901 à Trappes et mort le 10 décembre 1992 à Issy-les-Moulineaux, est un écrivain français.
Témoin engagé de son temps au style littéraire admiré, marqué par le premier conflit mondial où son père a été blessé et son frère aîné tué, il a notamment vécu une existence de voyages et d'aventures où se mêlent vie militaire, expéditions lointaines, journalisme, publications de romans, de récits et de nouvelles dont certains inspirés de ses tranches de vie.",Jacques Perret naître 8 septembre 1901 Trappes mort 10 décembre 1992 écrivain français témoin engager temps style littéraire admirer marquer premier conflit mondial où père avoir blesser frère aîner tuer avoir notamment vivre existence voyage aventure où mêler vi militaire expédition lointain journalisme publication roman récit nouveau dont certains inspiré tranche vie,2
37,Willy de Spens,Hussards,"Willy de Spens d'Estignols (17 février 1911, Bordeaux – 25 mars 1989, Estignols-par-Aurice) est un écrivain français.",willy spen Estignols 17 février 1911 Bordeaux 25 mars 1989 Estignols Aurice écrivain français,2
38,Kristine Mann,jungien,Kristine Mann (1873–1945) est la première psychologue jungienne américaine.,Kristine Mann premier psychologue jungien américain,5
39,Thomas Moore (psychothérapeute),jungien,"Thomas Moore, né le 8 octobre 1940 à Détroit, est un psychothérapeute jungien et auteur à succès nord-américain. Ses ouvrages sont en lien avec la spiritualité et la psychologie analytique qu'il démocratise. Il a été connu pour son best-seller, Le Soin de l'âme (1993), publié par le New York Times.",Thomas Moore naître 8 octobre 1940 Détroit psychothérapeute jungien auteur succès son ouvrage lien spiritualité psychologie analytique démocratise il avoir connaître le soin âme 1993 publier New York Times,5
40,Clarissa Pinkola Estés,jungien,"Clarissa Pinkola Estés est née le 27 janvier 1945  au Mexique, et a grandi aux États-Unis, dans une famille d'origine hongroise qui l'a adoptée. Elle est diplômée en ethnologie et en psychologie clinique (Ph.D.). Elle est conteuse et psychanalyste.",Clarissa Pinkola esté naître 27 janvier 1945 Mexique avoir grandi famille origine hongrois avoir adopter lui diplômer ethnologie psychologie clinique ph lui conteuse psychanalyst,5
41,Clifton Snider,jungien,"Clifton Snider (3 mars 1947 à Duluth, Minnesota, États-Unis) est un auteur jungien américain. Il est connu pour avoir été romancier, critique littéraire, et éducateur.",Clifton snider 3 mars 1947 Duluth Minnesota auteur jungien américain il connaître avoir romancier critique littéraire éducateur,5
42,Hal Stone,jungien,"Hal Stone, né le 14 décembre 1927, est un psychologue et psychothérapeute américain qui a développé avec sa seconde épouse, Sidra, la Psychologie des Subpersonnalités et de l'Ego Conscient. C'est un écrivain, conférencier et enseignant internationalement acclamé. Tous deux ont donné des stages, séminaires et formations jusqu'en 2012. Leur travail a été diffusé dans 26 pays différents.",Hal Stone naître 14 décembre 1927 psychologue psychothérapeute américain avoir développer second épouse Sidra psychologie subpersonnalité ego Conscient écrivain conférencier enseigner internationalement acclamer tout deux donner stage séminaire formation 2012 leur travail avoir diffuser 26 pays différent,5
43,Israel Aksenfeld,du courant réaliste,"Israël Aksenfeld est un écrivain allemand né en 1785 à Nemirov (province de Podolie en Ukraine, Empire russe) et mort à Paris le 10 mai 1866.",israël Aksenfeld écrivain allemand naître 1785 Nemirov province Podolie Ukraine Empire russe mort Paris 10 mai 1866,4
44,Leopoldo Alas,du courant réaliste,"Leopoldo Alas, de son nom complet Leopoldo Enrique García-Alas y Ureña, né le 25 avril 1852 à Zamora (Espagne) et mort le 13 juin 1901 à Oviedo, surnommé « Clarín », est un romancier espagnol du XIXe siècle.",Leopoldo Alas nom complet Leopoldo Enrique García Alas Ureña naître 25 avril 1852 Zamora Espagne mort 13 juin 1901 Oviedo surnommer Clarín romancier espagnol xix siècle,4
45,Willibald Alexis,du courant réaliste,"Willibald Alexis, pseudonyme de Georg Wilhelm Heinrich Häring, né le 29 juin 1798 à Breslau (en Silésie) et mort le 16 décembre 1871 à Arnstadt, est considéré comme le fondateur du roman historique réaliste dans la littérature allemande.",Willibald Alexis pseudonyme Georg Wilhelm Heinrich Häring naître 29 juin 1798 Breslau Silésie mort 16 décembre 1871 Arnstadt considérer comme fondateur roman historique réaliste littérature allemand,4
46,Honoré de Balzac,du courant réaliste,"Honoré de Balzac, né Honoré Balzac le 20 mai 1799 (1er prairial an VII du calendrier républicain) à Tours et mort le 18 août 1850  à Paris, est un écrivain français. Romancier, dramaturge, critique littéraire, critique d'art, essayiste, journaliste et imprimeur, il a laissé l'une des plus imposantes œuvres romanesques de la littérature française, avec plus de quatre-vingt-dix romans et nouvelles parus de 1829 à 1855, réunis sous le titre La Comédie humaine. À cela s'ajoutent Les Cent Contes drolatiques, ainsi que des romans de jeunesse publiés sous des pseudonymes et quelque vingt-cinq œuvres ébauchées.
Il est un maître du roman français, dont il a abordé plusieurs genres, du roman philosophique avec Le Chef-d'œuvre inconnu au roman fantastique avec La Peau de chagrin ou encore au roman poétique avec Le Lys dans la vallée. Il a surtout excellé dans la veine du réalisme, avec notamment Le Père Goriot et Eugénie Grandet.
Comme il l'explique dans son avant-propos à La Comédie humaine, il a pour projet d'identifier les « espèces sociales » de son époque, tout comme Buffon avait identifié les espèces zoologiques. Ayant découvert par ses lectures de Walter Scott que le roman pouvait aspirer à une « valeur philosophique », il veut explorer les différentes classes sociales et les individus qui les composent afin d'« écrire l'histoire oubliée par tant d'historiens, celle des mœurs » et de « faire concurrence à l'état civil ».
L'auteur décrit la montée du capitalisme, l'essor de la bourgeoisie face à la noblesse, dans une  relation complexe faite de mépris et d'intérêts communs. Intéressé par les êtres qui ont un destin, il crée des personnages plus grands que nature : « Chacun, chez Balzac, même les portières, a du génie. » (Baudelaire)
Ses opinions politiques sont ambiguës : s'il affiche des convictions légitimistes en pleine monarchie de Juillet, il s'est auparavant déclaré libéral et défendra les ouvriers en 1840 et en 1848, même s'il ne leur accorde aucune place dans ses romans. Tout en professant des idées conservatrices, il a produit une œuvre admirée par Marx et Engels, et qui invite par certains aspects à l'anarchisme et à la révolte.
Outre sa production littéraire, il a écrit des articles dans les journaux et a dirigé successivement deux revues, qui feront faillite. Convaincu de la haute mission de l'écrivain, qui doit régner par la pensée, il lutte pour le respect des droits d'auteur et contribue à la fondation de la Société des gens de lettres.
Travailleur forcené, fragilisant par ses excès une santé précaire, endetté à la suite d'investissements hasardeux et d'excès somptuaires, fuyant ses créanciers sous de faux noms dans différentes demeures, Balzac a aussi eu de nombreuses liaisons amoureuses avant d'épouser en 1850 la comtesse Hańska, qu'il avait courtisée pendant dix-sept ans. Comme l'argent qu'il gagnait avec sa plume ne suffisait pas à payer ses dettes, il avait sans cesse en tête des projets mirobolants : une imprimerie, un journal, une mine d'argent. C'est dans un palais situé rue Fortunée qu'il meurt profondément endetté au milieu d'un luxe inouï.
Lu et admiré dans toute l'Europe, Balzac a fortement influencé les écrivains de son temps et du siècle suivant. Le roman L'Éducation sentimentale de Gustave Flaubert est directement inspiré du Lys dans la vallée, et Madame Bovary, de La Femme de trente ans[réf. nécessaire]. Le principe du retour de personnages évoluant et se transformant au sein d'un vaste cycle romanesque a notamment inspiré Émile Zola (1840 ; 1902) , Guy de Maupassant(1850 ; 1893) et Marcel Proust(1871 ; 1922). Ses œuvres continuent d'être rééditées. Le cinéma a adapté La Marâtre dès 1906 ; depuis, les adaptations cinématographiques et télévisuelles de cette œuvre immense se sont multipliées, avec plus d'une centaine de films et de téléfilms produits à travers le monde.",Honoré Balzac naître Honoré Balzac 20 mai 1799 premier prairial an vii calendrier républicain tour mort 18 août 1850 Paris écrivain français Romancier dramaturge critique littéraire critique art essayiste journaliste imprimeur avoir laisser plus imposant œuvre romanesque littérature français plus roman nouveau paru 1829 1855 réunir sous titre le comédie humain à cela ajoutent le Cent conte drolatique ainsi roman jeunesse publier sous pseudonyme quelque œuvre ébaucher il maître roman français dont avoir aborder plusieurs genre roman philosophique le chef œuvre inconnu roman fantastique le peau chagrin encore roman poétique le Lys vallée il avoir surtout exceller veine réalisme notamment le père Goriot eugénie Grandet comme explique le comédie humain avoir projet identifier espèce social époque tout comme Buffon identifier espèce zoologique avoir découvrir lecture walter Scott roman pouvoir aspirer valeur philosophique vouloir explorer différent classe social individu composent afin écrir histoire oublier tant historien celui mœur faire concurrence état civil auteur décrire montée capitalisme essor bourgeoisie face noblesse relation complexe faire mépris intérêt commun intéresser être destin créer personnage plus grand nature Chacun chez Balzac portière avoir génie baudelaire son opinion politique ambiguës affiche conviction légitimiste pleine monarchie juillet auparavant déclarer libéral défendre ouvrier 1840 1848 accorde aucun place roman tout professer idée conservatricer avoir produire œuvre admirer Marx Engels invite certain aspect anarchisme révolte outre production littéraire avoir écrire article journal avoir diriger successivement deux revoir faire faillite convaincre haute mission écrivain devoir régner pensée lutte respect droit auteur contribue fondation Société gens lettre travailleur forcener fragiliser excès santé précaire endetter suite investissement hasardeux excès somptuaire fuir créancier sous faux nom différents demeure Balzac avoir aussi nombreux liaison amoureux avant épouser 1850 comtesse Hańska courtiser pendant an comme argent gagner plume suffire payer dette sans cesse tête projet mirobolant imprimerie journal mine argent palais situer rue fortuner mourir profondément endetter milieu luxe inouï Lu admirer tout Europe Balzac avoir fortement influencer écrivain temps siècle suivant le roman éducation sentimental Gustave Flaubert directement inspirer Lys vallée monsieur Bovary le femme trente le principe retour personnage évoluer transformer sein vaste cycle romanesque avoir notamment inspirer Émile Zola 1840 1902 Guy 1893 Marcel 1922 son œuvre continuer être rééditer le cinéma avoir adapter le marâtre dès 1906 depuis adaptation cinématographique télévisuelle ce œuvre immense multiplier plus centaine film téléfilm produire travers monde,4
